Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
1349,4850031,"""O rpts been away and cat sitter said not eating for 3d and didnt get thyronorm. Since O back eating well, bright and no concerns. Ce- extraction site 307 quite inflamed still, remaining sites ok, T 38.0, chest ausc ok, abdo palp Nad, no v/d. O thinks possibly behavioural with o being away, quite likely but adv repeat meloxaid given inflammation. RC if any concerns.""",post_op,04-08-2018 09:03,cat,"""O rpts been away and cat sitter said not eating for 3d and didnt get thyronorm. Since O back eating well, bright and no concerns. Ce- extraction site 307 quite inflamed still, remaining sites ok, T 38.0, chest ausc ok, abdo palp Nad, no v/d. O thinks possibly behavioural with o being away, quite likely but adv repeat meloxaid given inflammation. RC if any concerns."""
1350,3465312,"""2nd l4 vacc. OR no concerns. CE NAD other than teeth very mild tartar, no gingivitis as below. Discussed brushing etc. O uses chew sticks.""",vaccination,08-08-2017 10:06,dog,"""2nd l4 vacc. OR no concerns. CE NAD other than teeth very mild tartar, no gingivitis as below. Discussed brushing etc. O uses chew sticks."""
1351,1824990,"""""",vaccination,02-07-2016 09:47,dog,""""""
1352,4464670,"""main concern: C+ for a while, gets better and starts to C+ again, C+ getting worse last few days. bar, edu all normal, stools sloppy and dark, on raw diet (from the <<brand name or identifier>>), wormed recently with drontal. ce: BCS 3/5, T: 38.5, mouth clear, lmn wnl, no tracheal pinch, thorax nothing abnormal detected, HR 116, abo nothing abnormal detected.  EAGs both v full ++++, normal discharge. dicussed diet, ow happy to change, discussed reverse sneezing. cont tx for a week. bring back if no improvement.""",other_healthy,02-05-2018 16:17,dog,"""main concern: C+ for a while, gets better and starts to C+ again, C+ getting worse last few days. bar, edu all normal, stools sloppy and dark, on raw diet (from the <<brand name or identifier>>), wormed recently with drontal. ce: BCS 3/5, T: 38.5, mouth clear, lmn wnl, no tracheal pinch, thorax nothing abnormal detected, HR 116, abo nothing abnormal detected.  EAGs both v full ++++, normal discharge. dicussed diet, ow happy to change, discussed reverse sneezing. cont tx for a week. bring back if no improvement."""
1353,6224138,"Review ears. yeast infection LHS last visit and osurnia applied. doing much better since last seen, discharge has visually improved and no further scratching and shaking. On exam with scope LHS ear much better more open and minimal discharge. Second osurnia applied and review 7-10d. Discussed again underlying triggers food/envinroment/atopy. Discussed diet trial (hydrolysed hypo diet 6-8w owner to concider). P: second osurnia applied today.",other_healthy,10-06-2019 16:47,dog,"Review ears. yeast infection LHS last visit and osurnia applied. doing much better since last seen, discharge has visually improved and no further scratching and shaking. On exam with scope LHS ear much better more open and minimal discharge. Second osurnia applied and review 7-10d. Discussed again underlying triggers food/envinroment/atopy. Discussed diet trial (hydrolysed hypo diet 6-8w owner to concider). P: second osurnia applied today."
1354,1950514,"""T A34401. F 5H8S01. O reports no concerns, DUDE normally, No V or D. used to V alot, but since using feliway has stopped. Fed dental diet. CE - eyes/ears NAD, teeth/gums - v good. Mms pink, LNs WNL, Chest ausc NAD, HR WNL, grade 1/6 murmur still present, rhythm normal, Abdo palp NAD, skin/coat good, BCS 5/9. nails checked. Microchip checked. Lost some weight (back to weight he was before). Advised keep feeding dental food. flea/wormer -o still has some at home""",vaccination,28-07-2016 19:23,cat,"""T A34401. F 5H8S01. O reports no concerns, DUDE normally, No V or D. used to V alot, but since using feliway has stopped. Fed dental diet. CE - eyes/ears NAD, teeth/gums - v good. Mms pink, LNs WNL, Chest ausc NAD, HR WNL, grade 1/6 murmur still present, rhythm normal, Abdo palp NAD, skin/coat good, BCS 5/9. nails checked. Microchip checked. Lost some weight (back to weight he was before). Advised keep feeding dental food. flea/wormer -o still has some at home"""
1355,3450597,"""OR no major worries - drinks more than the other dogs and O thinks urine may smell a bit. Not emptying bowl in 24hrs but just seems slightly more. No stranguria/pollakiuria/v/d/coughing/sneezing. PE: NAD. Adv measure water intake first then if PUPD urine sample would be next step.""",vaccination,03-08-2017 17:32,dog,"""OR no major worries - drinks more than the other dogs and O thinks urine may smell a bit. Not emptying bowl in 24hrs but just seems slightly more. No stranguria/pollakiuria/v/d/coughing/sneezing. PE: NAD. Adv measure water intake first then if PUPD urine sample would be next step."""
1356,5673779,"Vacc - tricat and clipped nails, supply 6 mo f/w. mucous membranes pink, capillary refill time 1s, Hrn, no audible murmur, Rrn, abdo palpation nothing abnormal detected, eyes/ears nothing abnormal detected. LN within normal limits.",other_healthy,01-02-2019 08:41,cat,"Vacc - tricat and clipped nails, supply 6 mo f/w. mucous membranes pink, capillary refill time 1s, Hrn, no audible murmur, Rrn, abdo palpation nothing abnormal detected, eyes/ears nothing abnormal detected. LN within normal limits."
1357,145746,"""Post op consult to remove bandage and check wound. Good scab present. Stitches all still in place. Bandage remained on till today. Wound will heal slowly given the site and poorer blood supply. Advised to administer 2 more days of metacam. and to keep buster collar on.  To bring in for bandage placement if interfering with wound.""",trauma,08-08-2014 17:44,dog,"""Post op consult to remove bandage and check wound. Good scab present. Stitches all still in place. Bandage remained on till today. Wound will heal slowly given the site and poorer blood supply. Advised to administer 2 more days of metacam. and to keep buster collar on.  To bring in for bandage placement if interfering with wound."""
1358,4377589,"""Wounds looking really good, much smaller and granulating nicely, would benefit from leaving open now I think, cleaned and applied manuka honey, advised if scratching will need a BC, recheck next week. NB has lost significant weight and not eating as much as usual, not sure if due to all the stress of this incident or something else (has renal issues), reweigh next week. Next appointment in 5 days.""",post_op,06-04-2018 12:17,dog,"""Wounds looking really good, much smaller and granulating nicely, would benefit from leaving open now I think, cleaned and applied manuka honey, advised if scratching will need a BC, recheck next week. NB has lost significant weight and not eating as much as usual, not sure if due to all the stress of this incident or something else (has renal issues), reweigh next week. Next appointment in 5 days."""
1359,2322479,"""OR seems more sluggish on walks (simlar to when had anaemia last year so o worried), possibly slightly pd, no vom or diar, o feels very ravenous, tired on walks but no collapse or resp issues. Poss heavy breathing when sleeping but has always done. No cough/ wheeze etc, occ sneeze. No changes to urination.  BAR in consult, mm p and m, CRT &lt;2s, mild tartar, nad heart and lung ausc, nothing obv on abdo palpation but is a little tense.  Adv senior profile initially and go from there.""",other_unwell,19-10-2016 09:25,dog,"""OR seems more sluggish on walks (simlar to when had anaemia last year so o worried), possibly slightly pd, no vom or diar, o feels very ravenous, tired on walks but no collapse or resp issues. Poss heavy breathing when sleeping but has always done. No cough/ wheeze etc, occ sneeze. No changes to urination.  BAR in consult, mm p and m, CRT &lt;2s, mild tartar, nad heart and lung ausc, nothing obv on abdo palpation but is a little tense.  Adv senior profile initially and go from there."""
1360,6430026,"v swollen left fore paw. happened last night. is bearing weight but lower leg swollen too. indoor cat but play fights with other cat, possibly cat bite abscess? one small area of scab felt on back of leg, too sens to examine fully. treatment as shown and rv if any issues. if still painful in 2 days time can have oral meloxaid dispensed",trauma,24-07-2019 11:01,cat,"v swollen left fore paw. happened last night. is bearing weight but lower leg swollen too. indoor cat but play fights with other cat, possibly cat bite abscess? one small area of scab felt on back of leg, too sens to examine fully. treatment as shown and rv if any issues. if still painful in 2 days time can have oral meloxaid dispensed"
1361,3628783,"""38 * 25.  left ear worse. right ankle.  39.4 inflmm. tumour, infeectin, inflamm. xray if no btetter. Next appointment in 5 days.""",other_unwell,16-09-2017 11:03,dog,"""38 * 25.  left ear worse. right ankle.  39.4 inflmm. tumour, infeectin, inflamm. xray if no btetter. Next appointment in 5 days."""
1362,1997773,"""wound now 1.5cm diam, contracting down, no central crater now, no firm swelling. advise O to continue to bathe twice daily until completely healed. placed chip.""",post_op,09-08-2016 09:13,dog,"""wound now 1.5cm diam, contracting down, no central crater now, no firm swelling. advise O to continue to bathe twice daily until completely healed. placed chip."""
1363,6574182,"Unwell? Blood tests. Hx: generally O's feel she is not right but not sure why. Looks at O and miaows, different behaviour. Little more vocal than usual. Not using her tray all the time but will use an incont pad to urinate instead- different pattern, no more blood seen in her urine and not passing with increased frequency. Appetite N, drinks quite a bit- more than she used to, possibly sleeping more. She can move easily- so don't think mobility is the problem. Exam: Wt still rasonable (overwt). Mouth comfortable. HR - 144, chest NAD. Abdo palp- is overwt and slumps down with only having one hind leg, so not the easiest to palpate well but NAD. Unable to find anything specific on exam. Recommend blood tests as a starting point. Blood sample taken.",other_unwell,21-08-2019 17:50,cat,"Unwell? Blood tests. Hx: generally O's feel she is not right but not sure why. Looks at O and miaows, different behaviour. Little more vocal than usual. Not using her tray all the time but will use an incont pad to urinate instead- different pattern, no more blood seen in her urine and not passing with increased frequency. Appetite N, drinks quite a bit- more than she used to, possibly sleeping more. She can move easily- so don't think mobility is the problem. Exam: Wt still rasonable (overwt). Mouth comfortable. HR - 144, chest NAD. Abdo palp- is overwt and slumps down with only having one hind leg, so not the easiest to palpate well but NAD. Unable to find anything specific on exam. Recommend blood tests as a starting point. Blood sample taken."
